rating,review_summary,review_description,product_name,Price,product_id,compound,compound_sentiment,rating_sentiment,Polarity,TextBlob_Sentiment
5,Classy product,Don't think too much.. Just go for it.. If you are a clicker then you are gonna love it.. Display sound features are as usually excellent..,iPhone 12,30999,MGJ83HN/A,0.6369,positive,positive,0.525,positive
5,Worth every penny,Nice phone 😍,iPhone 12,30999,MGJ83HN/A,0.4215,positive,positive,0.6,positive
5,Terrific,Awesome camera quality…just love it,iPhone 12,30999,MGJ83HN/A,0.8519,positive,positive,0.75,positive
5,Perfect product!,Best ever Mobile. Worth every penny. Overall a good purchase. Processor is superfast. Loved it,iPhone 12,30999,MGJ83HN/A,0.9169,positive,positive,0.54,positive
5,Excellent,Love it.,iPhone 12,30999,MGJ83HN/A,0.6369,positive,positive,0.5,positive
5,Super!,Good,iPhone 12,30999,MGJ83HN/A,0.4404,positive,positive,0.7,positive
5,Super!,Nice,iPhone 12,30999,MGJ83HN/A,0.4215,positive,positive,0.6,positive
5,Awesome,Thanks flipkart i trust you got my device perfectly loved it best phone in it's segment,iPhone 12,30999,MGJ83HN/A,0.9612,positive,positive,0.6333333333333333,positive
5,Brilliant,"Almost 1month of purshase and i am loving it ..Great for photography and videography and trust me the stability of video is awesome ..High end performence in Gaming , the only problem is that it heats up a little while playing Bgmi but if u play in a AC room then there's no issue ..The boxy look of iphone 12 is very good and it gives a premium feel while holding ..worth buying ..also if you are confused between iph 11 or iph12 then close your eyes and go for iphone 12 .",iPhone 12,30999,MGJ83HN/A,0.802,positive,positive,0.3204166666666666,positive
5,Super!,Best performance iPhone!! Loving it ❤️,iPhone 12,30999,MGJ83HN/A,0.8652,positive,positive,0.8,positive
5,Simply awesome,Awesome look,iPhone 12,30999,MGJ83HN/A,0.6249,positive,positive,1.0,positive
5,Best in the market!,Excellent.. Product ❤,iPhone 12,30999,MGJ83HN/A,0.0,neutral,positive,1.0,positive
5,Terrific,Excellent camera and awesome performance,iPhone 12,30999,MGJ83HN/A,0.8316,positive,positive,1.0,positive
5,Great product,Great camera,iPhone 12,30999,MGJ83HN/A,0.6249,positive,positive,0.8,positive
5,Classy product,I always prefer iPhone because of their camera quality n camera quality of iPhone 12 is top notch.,iPhone 12,30999,MGJ83HN/A,0.2023,positive,positive,0.5,positive
5,Highly recommended,"Thanx flipkart for value super sale for short time period of 1hour😁, flipkart might need to work on faster delivery.Iphone 12 which i got in best price on flipkart.1. Camera performance - superb.2. Display - superb.3. Interface - Amazing",iPhone 12,30999,MGJ83HN/A,0.936,positive,positive,0.48333333333333334,positive
5,Highly recommended,"Night picture quality awesome, portrait is real portrait",iPhone 12,30999,MGJ83HN/A,0.6249,positive,positive,0.6,positive
5,Just wow!,Best in class!!!,iPhone 12,30999,MGJ83HN/A,0.7249,positive,positive,1.0,positive
5,Worth every penny,Very nice Camera,iPhone 12,30999,MGJ83HN/A,0.4754,positive,positive,0.78,positive
5,Excellent,Wow💯,iPhone 12,30999,MGJ83HN/A,0.0,neutral,positive,0.0,neutral
5,Terrific,Camera extraordinary and I loved it😍😍😍,iPhone 12,30999,MGJ83HN/A,0.5994,positive,positive,0.5166666666666666,positive
5,Excellent,Quality Product❤️🔥,iPhone 12,30999,MGJ83HN/A,0.0,neutral,positive,0.0,neutral
5,Wonderful,"This is my first apple product and I am loving it , purchased in BBD sale and it's worth every penny .",iPhone 12,30999,MGJ83HN/A,0.7003,positive,positive,0.3833333333333333,positive
5,Super!,Love to have that mobile. Once again back on apple product after iphone 5s. Very smooth.,iPhone 12,30999,MGJ83HN/A,0.6369,positive,positive,0.34,positive
5,Must buy!,"I really m glad that i went for i phone in place of all other android devices like the Samsung S series nd one plus ..Also , m amazed by the battery life in this i phone . Single charge and its last for a day easily ...Even the gaming experience was great",iPhone 12,30999,MGJ83HN/A,0.9381,positive,positive,0.2561507936507937,positive
5,Best in the market!,Just love it …..😍😍😍,iPhone 12,30999,MGJ83HN/A,0.6369,positive,positive,0.5,positive
5,Fabulous!,Good,iPhone 12,30999,MGJ83HN/A,0.4404,positive,positive,0.7,positive
5,Great product,The design is superb I just love it. Awesome feeling while in hand,iPhone 12,30999,MGJ83HN/A,0.9524,positive,positive,0.8333333333333334,positive
5,Simply awesome,Mind blowing performance 🥰 Just awesome.,iPhone 12,30999,MGJ83HN/A,0.6249,positive,positive,1.0,positive
5,Great product,It is a very good product with amazing features..Looks great!,iPhone 12,30999,MGJ83HN/A,0.9078,positive,positive,0.8366666666666666,positive
5,Fabulous!,Super,iPhone 12,30999,MGJ83HN/A,0.5994,positive,positive,0.3333333333333333,positive
5,Highly recommended,"My 1st iPhone ever and I’m loving it. Great performance, awesome display, camera is outstanding which comes with heavily priced. But worth it. White color looks super cool. 🎉😊😍",iPhone 12,30999,MGJ83HN/A,0.9623,positive,positive,0.4092592592592592,positive
5,Just wow!,"Perfect phone , Apple after all.Go for it eyes closed if in the budget..Camera best quality, crystal clear photos and super stable videos at 4k 30/60 fps,best slow motion in the phone ever..Performance : best then any android (even 1+ 9 pro ).Battery life last for a day use anyhow..Super smooth software experience..Topnotch security level 💯.Very lightweight to hold.",iPhone 12,30999,MGJ83HN/A,0.9726,positive,positive,0.3814814814814815,positive
5,Wonderful,Amazing looks.,iPhone 12,30999,MGJ83HN/A,0.5859,positive,positive,0.6000000000000001,positive
5,Classy product,Very good,iPhone 12,30999,MGJ83HN/A,0.4927,positive,positive,0.9099999999999999,positive
5,Excellent,Its My First iPhone bought from 1st Job..Very Happy.This product is a beast in pocket.,iPhone 12,30999,MGJ83HN/A,0.0,neutral,positive,0.25,positive
5,Worth every penny,Very good phone,iPhone 12,30999,MGJ83HN/A,0.4927,positive,positive,0.9099999999999999,positive
5,Must buy!,Just too good 👌🏽,iPhone 12,30999,MGJ83HN/A,0.4404,positive,positive,0.7,positive
5,Must buy!,"Delightful phone, the phone is just a peice of art, sleek, eye catchy, super fast and got everything u need...best one available",iPhone 12,30999,MGJ83HN/A,0.8271,positive,positive,0.4833333333333333,positive
5,Worth every penny,Best in every department. ❤️.I upgraded on iPhone from Samsung S20plus and after use almost 10 days I realise that it’s my good decision.,iPhone 12,30999,MGJ83HN/A,0.7964,positive,positive,0.85,positive
5,Brilliant,"It’s my first iPhone ever and I bought it with my earned money through part time jobs in college✌️..I am a tech freak so you can trust my views -.- A14 Bionic is the fastest, most efficient and reliable processor till date.- The camera focuses so quickly that you can take DSLR quality photos..- The screen size 6.1 inches is the most comfortable screen size out there and the OLED retina XDR display is so crisp and everything feels real..- The stereo speakers are so clear even on high volume and gives awesome vibe while listening to music.- iOS has no bugs at all.- 20W charging is lit 🔥.- The Face ID feels like having no lock for yourself, there’s no issue while using Face ID even in the dark because it uses infrared rays to scan the face..Drawbacks -.- Battery could be better",iPhone 12,30999,MGJ83HN/A,0.9394,positive,positive,0.3369444444444445,positive
5,Classy product,Premium product👍,iPhone 12,30999,MGJ83HN/A,0.0,neutral,positive,0.0,neutral
5,Just wow!,Very good Smartphone . Best performance and battery beck up is still impressive with low MAH. Sharp camera. Camera is wow. Without camera setting and knowledge you don’t take batter Photo. I Uploaded camera picture in day and night time at same location.,iPhone 12,30999,MGJ83HN/A,0.9281,positive,positive,0.4121428571428572,positive
5,Terrific,This was an awesome buy. I bought this phone for my father who was upgrading from an iPhone 6. He is very happy with this phone. The size is really good. He said that it was even more comfortable to hold than the 6 as it had flat sides. It is Smaller than most android phones but big enough for anything and everything...The performance is Stellar. You won't notice any lag and it's very fast. Ram management is good too. And the phone stays at a reasonable temperature even when using Gmaps...The battery life is good. Not as good as most android phones but the efficiency of this processor is really good. You will have to buy a charger for 1800 rupees and that is a genuine inconvenience. Even though it charges at a good rate when charged using my mac mini usb c port...The camera is awesome. It takes some awesome photos and the video is just pure wizardry. It drains battery pretty fast while recording 4k videos which is expected due to the heavy processing and HDR it is doing. 30 fps videos can be shot at dolby vision HDR...The display doing 60hz is fine. It's very bright and sharp. You will get used to the notch in no time. 120hz would've been appreciated though. Speakers too are awesome. Stereo speakers make it very enjoyable. The haptics is next level and i am very happy with it.,iPhone 12,30999,MGJ83HN/A,0.9974,positive,positive,0.4298875661375661,positive
5,Mind-blowing purchase,Camera is good.Battery is good.Performance is also good,iPhone 12,30999,MGJ83HN/A,0.4404,positive,positive,0.7,positive
5,Must buy!,Very cool colour I loved it.,iPhone 12,30999,MGJ83HN/A,0.7755,positive,positive,0.5774999999999999,positive
5,Brilliant,"It is my first iphone bought in bbd sale. Acc to me it is most value for money compare to others phone, everything is good display,sound,performance,everything except battery which is average acc to me. I charged my iphone 12 with 20W charger when my battery comes down to 40% and remove it from charging when it reaches to 80%. It takes about 30 min to charge it. My battery heath is still 100% acc to me which is good👍👍.Here are some samples taken by me in iphone12🥰",iPhone 12,30999,MGJ83HN/A,0.6115,positive,positive,0.22888888888888886,positive
5,Mind-blowing purchase,just love it,iPhone 12,30999,MGJ83HN/A,0.6369,positive,positive,0.5,positive
5,Wonderful,Awesome Love it,iPhone 12,30999,MGJ83HN/A,0.8519,positive,positive,0.75,positive
5,Fabulous!,Best smartphone under 60k,iPhone 12,30999,MGJ83HN/A,0.6369,positive,positive,1.0,positive
5,Awesome,This was my second iphone after the xr and i can say there’s a lot of difference in day to day tasks..First of all here are some pros.• Amazing camera with very good nightmode..• Performance is top notch..• No heating issue like other phones while performing daily tasks..• The design is very handy and gives a premium feel in hand...Now the cons.• Battery is sufficient but could be better but it’s ok for a medium user..• only one con bro that’s iphone there’s no complaint 😎.,iPhone 12,30999,MGJ83HN/A,0.7267,positive,positive,0.3468181818181818,positive
5,Must buy!,Great looks and awesome in-hand feel,iPhone 12,30999,MGJ83HN/A,0.8481,positive,positive,0.9,positive
5,Terrific,"After 7 days use.Camera : Excellent.Speakers : Unbeatable.Display : OLED (Unbeatable).Comfort : Good (less weight)..I am MI user from last 4 years , shifted from redmi note 5 pro to this Cute BEAST...Bought it for 51K , blue color 64GB variant(As 128GB was unavailable and i dont need much storage as I am regular backup guy) ......Happy Diwali in Advance.....Night Mode is too good , A14 Processor (OMG ,speeed of light)",iPhone 12,30999,MGJ83HN/A,0.8519,positive,positive,0.25925925925925924,positive
5,Excellent,Nice,iPhone 12,30999,MGJ83HN/A,0.4215,positive,positive,0.6,positive
5,Superb Flipkart - Great Apple IOS,"1. First and foremost - The early delivery of Flipkart - The products arrived two days early as expected..2. First-time IOS user - IOS is superfast.3. Built Quality - Excellent.4. Display - LED - Excellent.5. Photos - Wide-angle - Excellent, Portrait - Excellent, Panorama - Excellent.6. Video - Slowmotion 1080 to 240fps - Excellent, Video 4k @ 64 fps.7. In-hand feel - Excellent.8. As a status symbol - APPLE no words..I have purchased in an offer so got it at a reasonable rate. Overall thank you Flipkart and thank you apple for this wonderful product.",iPhone 12,30999,MGJ83HN/A,0.96,positive,positive,0.5166666666666667,positive
4,Wonderful,I think it’s price high according to its features bt display quality is too much awsm,iPhone 12,30999,MGJ83HN/A,0.0,neutral,positive,0.18,positive
5,Mind-blowing purchase,"This is my 1st Apple product and I must say it's a beast of a device 🔥.It handle everything in a very smooth ways, it's buttery smooth 😌.I'm just loving this device and I must say iphones have something unique in them which everyone must try out❤️..I will write my detailed review after using it for 2 months.",iPhone 12,30999,MGJ83HN/A,0.5994,positive,positive,0.45899999999999996,positive
5,Classy product,"The phone is amazing, i switched to iphone after 3 years from one plus 6. I am certainly feeling why iphones people buy.",iPhone 12,30999,MGJ83HN/A,0.7717,positive,positive,0.4071428571428572,positive
4,Good choice,Best phone,iPhone 12,30999,MGJ83HN/A,0.6369,positive,positive,1.0,positive
4,Really Nice,Overall good phone with super performance,iPhone 12,30999,MGJ83HN/A,0.7783,positive,positive,0.3444444444444444,positive
5,Terrific purchase,"Nothing to say about this device. Absolutely flawless. Premium in-hand feel. Nothing to say about the camera. Surround sound works absolutely fine. A14 Bionic is just flawless. Smooth multi tasking. This is my first big upgrade to any flagship device and the usage is mesmerizing. Im literally impressed. Used 5s and 6s years ago, but nothing comes infront of this! Can blindly go for this device. Kudos to Flipkart and their next day delivery policy. Open box policy is also impressive. Go for it.",iPhone 12,30999,MGJ83HN/A,0.9484,positive,positive,0.4051282051282051,positive
5,Great product,"Stunning look, very premium, awesome camera, I have a moderate use so I get 2 days battery life in single charge, overall very happy with the purchase and last but not the least Fast delivery by Flipkart.",iPhone 12,30999,MGJ83HN/A,0.7172,positive,positive,0.2528571428571429,positive
5,Fabulous!,What a product. Though I am switching from iPhone 11 but still 12 is better many aspects specially in terms of Display which is a major update and camera as well.,iPhone 12,30999,MGJ83HN/A,0.7579,positive,positive,0.3549107142857143,positive
5,Just wow!,"iPhone 6S Plus 64GB -> iPhone 12 128GB.My 2nd iPhone, upgraded after 5 years...Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. 😊..Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially 🙂..Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took the 128GB variant, just so that i don’t have to backup to PC too often...Battery lasts a day, it drains a bit faster on weekdays when I use its Mobile hotspot for office work. No connectivity issues though...Few pics attached. Night shots look much better on iPhone 12...No charging brick in the box. But works with my old iPhones charger/cable. I still ordered 20W fast charging brick separately from Apple site though. And it does charge pretty fast...Flipkart delivery: Had done pre booking on the day they made it available on Flipkart. Awesome discount and old phone buy back offered. Had initial promised delivery date of 1st Nov, but got delivered on 4th Nov. Am not complaining though as I still got it prior to 6-9th Nov delivery that Apple’s own website was showing for this blue coloured 128GB variant 😆 Flipkart packaging uses no plastic 👍👍",iPhone 12,30999,MGJ83HN/A,0.9652,positive,positive,0.2716540404040404,positive
5,Brilliant,My First Iphone..;Buttery smooth ..Camera superb no doubt 4.9/5...Above Average battery backup 4/5.Display and performance excellent.…I just experienced ios ui..Just say Wow,iPhone 12,30999,MGJ83HN/A,0.6369,positive,positive,0.39999999999999997,positive
5,Brilliant,Excellent product worth every penny right this review after using 7 days earlier was using phone iPhone 6s now on iPhone 12😍😍 faster than anything this else… excellent picture quality just love it iPhone12,iPhone 12,30999,MGJ83HN/A,0.926,positive,positive,0.5142857142857143,positive
5,Super!,"OMG…..Value for money. Though I had used IPhone earlier iPhone SE/iPhone 7 but this device and his processor 14B processing pictures like amazing..I’ve started exploring and capturing candid and uploading too on social websites..Before this I used to little hesitated but now have confidence..What I’ve got apart from device in box is happiness, satisfaction, confidence, change view to look beauty around….Charging cable and SIM tray ejection pin too...Happy Customer! 😊",iPhone 12,30999,MGJ83HN/A,0.9699,positive,positive,0.26416666666666666,positive
5,Wonderful,Very good & thank you so much Flipkart,iPhone 12,30999,MGJ83HN/A,0.7159,positive,positive,0.5549999999999999,positive
5,Excellent,"It's my first iphone ever n i brought it with all my earned money✌✌.The best is yet to come n i am really happy with the product was delivered on time by flipkart.Overall it's light weighted, awesome camera quality n i love the purple color 😍🥰 so it's a dream come to true finally have a iphone ✌💯",iPhone 12,30999,MGJ83HN/A,0.9704,positive,positive,0.5375,positive
5,Awesome,"Switched from Android to iPhone and this transition was really smooth due to its easier GUI. I bought this 128 Gb variant and Didn’t waited for iPhone 13 as iPhone 12 has all ,what one need in a perfect phone. In person white colour seems much sexier than purple and black. Attached pics for the reference...1.OLED Screen is good but by default its much of a warmer tone.You can disable the True tone option.Dark mode is lit 🔥🔥.2.Battery 🔋 lasts a day with Wifi ,location and Mobile Data on. Got 10 hour plus screen on time. Turn off Background App Refresh and turn off unnecessary location access..3. Performance is awesome with this 6 core 5 nano meter processor but yes we may see the device get hot while charging via 20watt charger.Don’t worry just unplug when device get warm and charge again when it cools down in a minute..4. Camera is awesome with vivid mode On. Night mode on front and back will surely make you say ‘mmm Wow’. Just a little amount of light in night and you will see the technological miracle.",iPhone 12,30999,MGJ83HN/A,0.9883,positive,positive,0.2757275132275132,positive
4,Pretty good,"I bought this iphone 12 in big billion days and saved alot thank you so much Flipkart for this amazing deal. The phone is great and has perfect camera, security and performance is ver good of this phone. No lack at all..Battery backup is good you can spend a single day without charging it..Size is perfect as iPhone 11 has same screen size but diffcult to carry but this device is light and perfect in size..I give 4 star because they don’t other accessories now with iPhone.",iPhone 12,30999,MGJ83HN/A,0.9587,positive,positive,0.4771978021978022,positive
5,Excellent,Osm camera and super performance 😍,iPhone 12,30999,MGJ83HN/A,0.5994,positive,positive,0.3333333333333333,positive
5,Perfect product!,Overall Good Performance.Camera is osm.Battery also Good,iPhone 12,30999,MGJ83HN/A,0.7003,positive,positive,0.4666666666666666,positive
5,Terrific,"Best iphone purchased , smooth and fasst and the camera is best",iPhone 12,30999,MGJ83HN/A,0.8555,positive,positive,0.7999999999999999,positive
5,Must buy!,Performance is top notch. Display is great. Camera is superb. User experience is first class. Only issue is the battery but that lasts 24hr I guess so not really a problem. Will need to try some battery conserving steps and check.,iPhone 12,30999,MGJ83HN/A,0.8445,positive,positive,0.40833333333333327,positive
4,Good choice,Excellent camera and built quality. Decent battery backup,iPhone 12,30999,MGJ83HN/A,0.5719,positive,positive,0.5833333333333334,positive
5,Best in the market!,"I bought an Iphone 12(64 gb) during the Flipkart sale and got a lovely discount on the product. I also exchanged my Iphone 7 with flipkart and got a very satisfying return rate, which landed me for further discount on the phone. The delivery and return experience was extremely fast and smooth. The package came in fully sealed and secured with an otp, to avoid any scam/manipulation on Flipkart’s part, which was very reassuring. I am grateful for making my purchase of experience so smooth, thanks Flipkart!",iPhone 12,30999,MGJ83HN/A,0.9558,positive,positive,0.325,positive
4,Good quality product,Very nice product,iPhone 12,30999,MGJ83HN/A,0.4754,positive,positive,0.78,positive
3,Fair,Iphone 12 is good but at an average battery is issue camera is good very smooth phone but not getting the peak performance,iPhone 12,30999,MGJ83HN/A,0.7003,positive,neutral,0.4425,positive
5,Perfect product!,Excellent quality camera. Feels premium. Superior performance. Flipkart service as always best.,iPhone 12,30999,MGJ83HN/A,0.9081,positive,positive,0.9,positive
5,Super!,Camera 5/5.Battery 5/5.Display 5/5.Speaker 5/5.Performance 10/10.😘 Just go for it 👈🏻😉,vivo T3 Ultra,35999,V2426,0.0,neutral,positive,0.0,neutral
5,Mind-blowing purchase,This is my first time buying Vivo company phone. I am currently using realme GT neo3t phone.and speaking about Vivo 3T ultra this phone is well balanced for taking photos playing games and multimedia consuming and also battery backup is really good. thank you Flipkart for the delivery product on time.👍,vivo T3 Ultra,35999,V2426,0.8935,positive,positive,0.31666666666666665,positive
5,Awesome,Very good phone,vivo T3 Ultra,35999,V2426,0.4927,positive,positive,0.9099999999999999,positive
4,Delightful,GOOD CAMERA AND PERFORMANCE,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
5,Great product,Super phone,vivo T3 Ultra,35999,V2426,0.5994,positive,positive,0.3333333333333333,positive
5,Terrific,Camera 9/10.Battery 8.5/10.Display 10/10.Design 10/10.Performance 10/10.phone have slightly heating problem,vivo T3 Ultra,35999,V2426,-0.3446,negative,positive,-0.16666666666666666,negative
4,Value-for-money,All r good . But need to solve the fast battery drainage problems. Hope Vivo will solve it with a new software update.,vivo T3 Ultra,35999,V2426,0.6858,positive,positive,0.3454545454545454,positive
5,Super!,Got it on first day of Flipkart sale and very happy with the buy. Look and feel and performance is mind blowing. Camera quality is unbelievable. Worth of money.,vivo T3 Ultra,35999,V2426,0.7713,positive,positive,0.325,positive
4,Pretty good,Super mobile thanks for Flipkart..Good battery backup.Good camera.Super high speed processor,vivo T3 Ultra,35999,V2426,0.7783,positive,positive,0.23111111111111113,positive
5,Best in the market!,Overall Great performance mobile in this year,vivo T3 Ultra,35999,V2426,0.6249,positive,positive,0.4,positive
5,Fabulous!,Good camera,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
5,Great product,Good camera 10/10.Good performance 10/10.Good display 10/01.Sound 10/10.😀👍 Worth,vivo T3 Ultra,35999,V2426,0.5859,positive,positive,0.5,positive
5,Wonderful,Excellent Phone in this range camera is marvelous,vivo T3 Ultra,35999,V2426,0.8225,positive,positive,1.0,positive
3,Fair,Phone over heating problem,vivo T3 Ultra,35999,V2426,-0.4019,negative,neutral,0.0,neutral
4,Really Nice,🎭 Everything Is Fine But Phone Hitting And Fingerprint Scanner Problem...,vivo T3 Ultra,35999,V2426,0.1027,positive,positive,0.4166666666666667,positive
5,Terrific,All rounder 😊,vivo T3 Ultra,35999,V2426,0.0,neutral,positive,0.0,neutral
5,Awesome,Flagship level camera and performance .,vivo T3 Ultra,35999,V2426,0.1027,positive,positive,0.0,neutral
5,Awesome,Osm 👌 very nice pone. Beautiful camra..Smooth working 💪..Big and batter Display color 😍 👌 ✨️.Most Help full.This phone is great.So Nice,vivo T3 Ultra,35999,V2426,0.9145,positive,positive,0.7433333333333333,positive
5,Fabulous!,"It's a very cool phone, no matter how much I charge, it's useful, it's very good I am so happy to day it's very nice 👍",vivo T3 Ultra,35999,V2426,0.9247,positive,positive,0.5741666666666667,positive
5,Fabulous!,Excellent Camery for Mobile Photography Lovers,vivo T3 Ultra,35999,V2426,0.7964,positive,positive,1.0,positive
5,Great product,Nice product but sometimes 🔥 hot phone.Otherwise a good phone.Battery backup is lower than other phones.Camera quality is super.Performance is super but sometimes video stops automatically.Display quality super topnotch,vivo T3 Ultra,35999,V2426,0.9294,positive,positive,0.34861111111111104,positive
5,Excellent,"I love this Phone it has amazing camera and picture quality, and top level performance...The camera of this phone is much better than iphone 13...My ratings,.Camera 5/5.Performance 5/5.Battery 4.5/5.Display 5/5.Cooling 4.3/5",vivo T3 Ultra,35999,V2426,0.9136,positive,positive,0.525,positive
5,Highly recommended,Very Very Nice..... Smooth Performance 👌But Battery Slitly Drain issues and Overall good.Vivo Please Battery Optimization Update,vivo T3 Ultra,35999,V2426,0.5994,positive,positive,0.39333333333333337,positive
4,Good choice,OVERALL VERY GOOD MOBILE BUT BATTERY DRAINING PROBLEM OCCUR AFTER OCTOBER UPDATE(today),vivo T3 Ultra,35999,V2426,-0.4253,negative,positive,0.45499999999999996,positive
5,Best in the market!,The product is good. Vivo t3 Ultra is a Specially made for photos and video quality. this is awesome.,vivo T3 Ultra,35999,V2426,0.7906,positive,positive,0.6857142857142856,positive
4,Good quality product,Brand Vivo truly ultra mobile,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.0,neutral
5,Perfect product!,It's good for its money but it heats sometime more often,vivo T3 Ultra,35999,V2426,0.2382,positive,positive,0.6,positive
5,Perfect product!,"Using it from last 2 days, no issues so far.",vivo T3 Ultra,35999,V2426,-0.296,negative,positive,0.05,positive
5,Perfect product!,Awesome mobile phone.Great display and great camera..I love it,vivo T3 Ultra,35999,V2426,0.9246,positive,positive,0.7666666666666666,positive
5,Simply awesome,Mobile is very nice,vivo T3 Ultra,35999,V2426,0.4754,positive,positive,0.78,positive
4,Worth the money,Very good,vivo T3 Ultra,35999,V2426,0.4927,positive,positive,0.9099999999999999,positive
3,Fair,Battery is draining so fast,vivo T3 Ultra,35999,V2426,0.0,neutral,neutral,0.2,positive
3,Good,Battery draining very quickly,vivo T3 Ultra,35999,V2426,0.0,neutral,neutral,0.43333333333333335,positive
5,Must buy!,"Value for money and best in segment mobile, performance is super.",vivo T3 Ultra,35999,V2426,0.8885,positive,positive,0.6666666666666666,positive
4,Good quality product,"Almost perfect phone in terms of style, performance and price. Only drawback is that it has fast battery draining and heating issue. Vivo can fix this with software updates.",vivo T3 Ultra,35999,V2426,0.5279,positive,positive,0.39999999999999997,positive
5,Terrific purchase,Amezing mobile 📲 thank u Flipkart 😍,vivo T3 Ultra,35999,V2426,0.3612,positive,positive,0.0,neutral
